Date,Open,High,Low,Close,Shares Traded,Turnover,MA13,PriceCrossover,PriceCrossoverSwitch,Target Close,VolumeMA7,VolumeDif,Target Close Percent,Last Week Gain,Last Week Gain Acceleration,Volatility7,Y Last Week Gain,GainFORCALC,LossFORCALC,Gain,Loss,Average Gain,Average Loss,RSI7,RSI7LOW,RSI7HIGH,Trend,PriceVolume,MA7PriceVolume,Month,GoldPRICE,GOLDUPDOWN,OilPRICE,OilUPDOWN,GOLDOILUPDOWN,InterestRate,IntersetRateOpen,InterestRateHigh,InterestRateLow,InterestRateChange,InterestChangeUpdown,AllUpdown
13/04/15,8801.75,8841.65,8762.1,8834,122833397,6242.71,8576.675,257.325,0,8398.3,150755739.7,-27922342.71,-4.93,343,422.9,186.820439,-79.9,53.65,-53.65,53.65,0,49,0,98,0,1,1067.95,3961377053,3975248720,Apr,26544,-1,3221,1,0,7.799,7.799,7.799,7.799,-0.0003,-1,-1
15/04/15,8844.75,8844.8,8722.4,8750.2,170458015,8908.26,8600.929167,149.2708333,0,8305.25,143009152.3,27448862.71,-5.09,163.95,128.6,151.7446594,35.35,-83.8,83.8,0,83.8,35.39285714,11.97142857,73.17973711,0,0,795,-16116805318,-324129373.8,Apr,26378,-1,3325,1,0,7.784,7.784,7.784,7.784,-0.0019,-1,-1
16/04/15,8757.05,8760,8645.65,8706.7,149337173,8268.33,8619.2125,87.4875,0,8213.8,147887090.7,1450082.286,-5.66,46.8,-70.15,127.9028696,116.95,-43.5,43.5,0,43.5,24.87142857,18.18571429,56.45265888,0,0,553.75,-7519126661,-2348820812,Apr,26654,1,3519,1,2,7.8,7.8,7.8,7.8,0.0021,1,3
17/04/15,8698.05,8699.85,8596.7,8606,155474164,9134.37,8649.591667,-43.59166667,-1,8285.6,147666993.3,7807170.714,-3.72,-54.3,-183.8,143.2108643,129.5,-100.7,100.7,0,100.7,24.81428571,32.57142857,42.5006117,0,0,156.45,-14311396796,-3904215504,Apr,26605,1,3537,1,2,7.792,7.792,7.792,7.792,-0.001,-1,1
20/04/15,8618.8,8619.95,8422.75,8448.1,154492312,8930.38,8671.641667,-223.5416667,0,8239.75,149625390.9,4866921.143,-2.47,-266.3,-638.55,181.6165132,372.25,-157.9,157.9,0,157.9,17.08571429,55.12857143,23.33658537,0,0,-273.8,-26371837658,-8001848577,Apr,26730,1,3475,-1,0,7.795,7.795,7.795,7.795,0.0004,1,1
21/04/15,8416.1,8469.35,8352.7,8377.75,418959074,32873.45,8667.958333,-290.2083333,0,8181.5,150321760.4,268637313.6,-2.34,-400.55,-837.45,246.0694073,436.9,-70.35,70.35,0,70.35,7.957142857,65.17857143,10.73321129,1,0,-721.15,-16067080488,-10796583389,Apr,26687,1,3527,1,2,7.779,7.779,7.779,7.779,-0.0021,-1,1
22/04/15,8400.4,8449.95,8284.7,8429.7,176926942,10002.48,8658.520833,-228.8208333,0,8331.95,187574070.3,-10647128.29,-1.16,-350.65,-638.7,277.4637029,288.05,51.95,-51.95,51.95,0,15.08571429,65.17857143,18.56376901,1,0,-1017.5,5183959401,-10177272924,Apr,26741,-1,3562,1,0,7.753,7.753,7.753,7.753,-0.0033,-1,-1
23/04/15,8478.2,8504.95,8361.85,8398.3,169840748,9801.34,8645.475,-247.175,0,8324.8,192640153.9,-22799405.86,-0.88,-435.7,-778.7,278.579536,343,-31.4,31.4,0,31.4,7.421428571,69.66428571,9.50420783,1,0,-1186.9,-13570275765,-12681794755,Apr,26610,1,3528,-1,0,7.759,7.759,7.759,7.759,0.0008,1,1
24/04/15,8405.7,8413.3,8273.35,8305.25,177843969,10984.24,8623.675,-318.425,0,8097,199355489.7,-21511520.71,-2.51,-444.95,-608.9,236.6225194,163.95,-93.05,93.05,0,93.05,7.421428571,70.98571429,9.346046595,1,0,-1231.3,-17864426686,-12931454951,Apr,26780,1,3648,1,2,7.788,7.788,7.788,7.788,0.0037,1,3
27/04/15,8330.55,8334.45,8202.35,8213.8,174706337,10143.36,8594.0875,-380.2875,0,8057.3,200410626,-25704289,-1.91,-492.9,-539.7,195.1406111,46.8,-91.45,91.45,0,91.45,7.421428571,77.83571429,8.603842332,1,0,-1373.55,-20396964845,-14771146120,Apr,26632,-1,3623,-1,-2,7.779,7.779,7.779,7.779,-0.0012,-1,-3
28/04/15,8215.55,8308,8185.15,8285.6,183754628,9560.13,8552.370833,-266.7708333,0,8191.5,204034792.3,-20280164.29,-1.14,-320.4,-266.1,149.3191317,-54.3,71.8,-71.8,71.8,0,17.67857143,63.45,21.52548269,0,0,-1258.25,12872011691,-10887802050,Apr,26866,-1,3625,1,0,7.766,7.766,7.766,7.766,-0.0017,-1,-1
29/04/15,8274.8,8308.2,8219.2,8239.75,174958511,8571.95,8511.3125,-271.5625,0,8325.25,208074858.6,-33116347.57,1.04,-208.35,57.95,79.00719377,-266.3,-45.85,45.85,0,45.85,17.67857143,47.44285714,26.73652371,0,0,-1021.65,-6132295811,-7996438929,Apr,26991,-1,3614,-1,-2,7.812,7.812,7.812,7.812,0.0059,1,-1
30/04/15,8224.5,8229.4,8144.75,8181.5,281696257,14755.35,8466.2625,-284.7625,0,8126.95,210998601.3,70697655.71,-0.67,-196.25,204.3,95.18488525,-400.55,-58.25,58.25,0,58.25,17.67857143,45.71428571,27.45424293,0,0,-725,-12112939051,-7431561581,Apr,27047,1,3702,1,2,7.86,7.86,7.86,7.86,0.0061,1,3
04/05/15,8230.05,8346,8220.45,8331.95,136913823,7856.18,8411.8875,-79.9375,0,8235.45,191389627.4,-54475804.43,-1.16,-97.75,252.9,116.4478986,-350.65,150.45,-150.45,150.45,0,31.75,45.71428571,40.46426946,0,0,-502.35,13951518564,-6179053129,May,27047,1,3761,-1,0,7.86,7.86,7.86,7.86,0.0061,1,1
05/05/15,8338.4,8355.65,8280.6,8324.8,156019941,8138.54,8377.033333,-52.23333333,0,8224.2,185673467.6,-29653526.57,-1.21,-73.5,362.2,150.4413491,-435.7,-7.15,7.15,0,7.15,31.75,42.25,42.33333333,0,0,-367.5,-2121871198,-4543566762,May,26762,-1,3747,-1,-2,7.852,7.852,7.852,7.852,-0.001,-1,-3
06/05/15,8316.6,8331.95,8083,8097,212509839,10894.12,8345.208333,-248.2083333,0,8262.35,183699066.6,28810772.43,2.04,-208.25,236.7,163.2522427,-444.95,-227.8,227.8,0,227.8,31.75,61.5,33.68700265,0,0,-379.5,-46667160644,-8658243042,May,26784,-1,3837,1,0,7.891,7.891,7.891,7.891,0.005,1,1
07/05/15,8077,8122.6,7997.15,8057.3,166563657,8443.96,8302.791667,-245.4916667,0,8373.65,188651333.7,-22087676.71,3.93,-156.5,336.4,142.20235,-492.9,-39.7,39.7,0,39.7,31.75,54.10714286,36.55427632,0,0,-438.25,-3281304043,-6213148642,May,26904,1,3878,1,2,7.995,7.995,7.995,7.995,0.0132,1,3
08/05/15,8131.5,8224.95,8123.45,8191.5,188776090,8961.33,8270.225,-78.725,0,8365.65,187488093.7,1287996.286,2.13,-94.1,226.3,81.89162263,-320.4,134.2,-134.2,134.2,0,40.66428571,54.10714286,42.45972554,0,0,-458.85,11326565400,-6433926683,May,26845,-1,3765,-1,-2,7.981,7.981,7.981,7.981,-0.0018,-1,-3
11/05/15,8243.2,8332.75,8224.65,8325.25,197882948,8396.12,8254.704167,70.54583333,1,8423.25,188205445.4,9677502.571,1.18,85.5,293.85,58.66966645,-208.35,133.75,-133.75,133.75,0,59.77142857,47.55714286,55.17605169,0,0,-165.1,16236295883,-3238413584,May,26848,1,3804,1,2,7.889,7.889,7.889,7.889,-0.0115,-1,1
12/05/15,8326.15,8326.65,8115.3,8126.95,178753978,8779.53,8246,-119.05,-1,8421,191480365,-12726387,3.62,-54.55,141.7,99.23739095,-196.25,-198.3,198.3,0,198.3,59.77142857,67.56428571,46.57427506,0,0,-63.15,-35607792418,-6594821208,May,27100,1,3783,-1,0,7.95,7.95,7.95,7.95,0.0077,1,1
13/05/15,8181.55,8254.95,8089.8,8235.45,175015183,8391.93,8223.3875,12.0625,1,8458.95,176774325.1,-1759142.143,2.71,-96.5,1.25,91.9016024,-97.75,108.5,-108.5,108.5,0,53.77857143,67.56428571,43.95726296,0,0,-65.55,9433318364,-7240278379,May,27041,-1,3900,1,0,7.957,7.957,7.957,7.957,0.0009,1,1
14/05/15,8232.45,8236.25,8137.3,8224.2,138964395,6763.72,8217.570833,6.629166667,0,8370.25,182217376.6,-43252981.57,1.78,-100.6,-27.1,91.87525381,-73.5,-11.25,11.25,0,11.25,53.77857143,68.15,43.74782103,0,0,-251.65,-1146456259,-7100933388,May,27412,-1,3883,-1,-2,7.938,7.938,7.938,7.938,-0.0024,-1,-3
15/05/15,8240.3,8279.2,8212.2,8262.35,133838055,6463.64,8218.4375,43.9125,0,8339.35,179780870,-45942815,0.93,165.35,373.6,91.86050436,-208.25,38.15,-38.15,38.15,0,59.22857143,35.60714286,61.80219125,0,0,-31.75,2951129113,-12606279.91,May,27252,-1,3823,-1,-2,7.945,7.945,7.945,7.945,0.0009,1,-1
18/05/15,8284.95,8384.6,8271.95,8373.65,153340463,7459.18,8216.5,157.15,0,8334.6,168542043.7,-15201580.71,-0.47,316.35,472.85,116.4598597,-156.5,111.3,-111.3,111.3,0,75.12857143,29.93571429,70.83305273,0,0,381.1,13601299068,2399194165,May,27596,1,3795,-1,0,7.901,7.901,7.901,7.901,-0.0055,-1,-1
19/05/15,8356.2,8427.8,8335,8365.65,144642344,7266.52,8227.658333,137.9916667,0,8319,166653016,-22010672,-0.56,174.15,268.25,162.7808284,-94.1,-8,8,0,8,55.95714286,31.07857143,63.56186613,0,0,655.85,1366870151,976380557.5,May,27441,1,3777,-1,0,7.863,7.863,7.863,7.863,-0.0048,-1,-1
20/05/15,8392.65,8440.35,8391.45,8423.25,127388797,6151.44,8243.004167,180.2458333,0,8433.65,160348195.1,-32959398.14,0.12,98,12.5,159.7950339,85.5,57.6,-57.6,57.6,0,45.07857143,31.07857143,58.42436586,0,0,588.5,3898097188,-786219256.1,May,27253,1,3693,-1,0,7.858,7.858,7.858,7.858,-0.0006,-1,-1
21/05/15,8434.5,8446.35,8382.5,8421,148189485,7641.6,8250.6125,170.3875,0,8433.4,150277602.1,-2088117.143,0.15,294.05,348.6,160.0672864,-54.55,-2.25,2.25,0,2.25,45.07857143,3.071428571,91.7163203,0,1,566.2,-2000558048,4014814225,May,27212,-1,3767,1,0,7.876,7.876,7.876,7.876,0.0023,1,1
22/05/15,8432.5,8489.55,8420.6,8458.95,193080657,8261.69,8258.629167,200.3208333,0,8236.45,145911246,47169411,-2.63,223.5,320,168.2456127,-96.5,37.95,-37.95,37.95,0,35,3.071428571,89.57952468,0,1,615.55,5106983378,3396766370,May,27225,1,3868,1,2,7.859,7.859,7.859,7.859,-0.0022,-1,1
25/05/15,8438.15,8441.95,8364.15,8370.25,125051166,5555.29,8288.791667,81.45833333,0,8135.1,148492028,-23440862,-2.81,146.05,246.65,140.2756317,-100.6,-88.7,88.7,0,88.7,35,14.13571429,69.81051432,0,0,663.6,-8490974171,2347549526,May,27066,-1,3797,-1,-2,7.865,7.865,7.865,7.865,0.0008,1,-1
26/05/15,8377.1,8378.9,8320.05,8339.35,120428892,5908.3,8314.870833,24.47916667,0,8130.65,146504423.9,-26075531.86,-2.50,77,-88.35,79.66065752,165.35,-30.9,30.9,0,30.9,29.55,18.55,60.18329939,0,0,446.55,-4546190673,1276503842,May,27032,1,3797,1,2,7.892,7.892,7.892,7.892,0.0034,1,3
27/05/15,8302.75,8342.85,8277.95,8334.6,170583401,8131.59,8327.191667,7.408333333,0,8114.7,144588829.1,25994571.86,-2.64,-39.05,-355.4,92.49205757,316.35,-4.75,4.75,0,4.75,13.65,19.22857143,40.29095509,0,0,184,5433081322,109615592.4,May,26890,-1,3705,-1,-2,7.868,7.868,7.868,7.868,-0.003,-1,-3
28/05/15,8345.7,8364.5,8270.15,8319,239549060,11449.91,8327.970833,-8.970833333,-1,8044.15,147052106,92496954,-3.30,-46.65,-220.8,107.7750048,174.15,-15.6,15.6,0,15.6,13.65,20.31428571,39.03983657,0,0,-8.7,-6395959902,-999360129.5,May,26858,-1,3678,-1,-2,7.856,7.856,7.856,7.856,-0.0015,-1,-3
29/05/15,8327.1,8443.9,8305.7,8433.65,375232198,20736.2,8343.975,89.675,1,8022.4,160610208.3,214621989.7,-4.88,10.4,-87.6,126.492824,98,114.65,-114.65,114.65,0,21.8,20.31428571,50.56328694,0,0,-75.3,39980990697,4155338943,May,26843,-1,3686,1,0,7.816,7.816,7.816,7.816,-0.0051,-1,-1
01/06/15,8417.25,8467.15,8405.4,8433.4,125990614,7254.01,8360.491667,72.90833333,0,8124.45,196016408.4,-70025794.43,-3.66,12.4,-281.65,131.8171253,294.05,-0.25,0.25,0,0.25,21.8,20.02857143,50.9006004,0,0,-23.85,2034748416,4731811295,Jun,26772,-1,3845,1,0,7.822,7.822,7.822,7.822,0.0008,1,1
02/06/15,8442.8,8445.35,8226.05,8236.45,151337661,8083.17,8377.925,-141.475,-1,7965.35,192845141.1,-41507480.14,-3.29,-222.5,-446,100.1233715,223.5,-196.95,196.95,0,196.95,16.37857143,48.16428571,24.98910201,0,0,-199.7,-31228526347,-458975808.4,Jun,26914,1,3829,-1,0,7.933,7.933,7.933,7.933,0.0142,1,1
03/06/15,8232.45,8236.7,8094.15,8135.1,176661646,7920.26,8375.766667,-240.6666667,0,7982.9,186881856,-10220210,-1.87,-235.15,-381.2,115.5952256,146.05,-101.35,101.35,0,101.35,16.37857143,49.97142857,24.31859158,0,0,-445.25,-17198011238,-1702838247,Jun,26883,-1,3910,1,0,7.956,7.956,7.956,7.956,0.0029,1,1
04/06/15,8155.15,8160.05,8056.75,8130.65,159470840,7560.49,8355.8875,-225.2375,0,8013.9,194254781.7,-34783941.71,-1.44,-208.7,-285.7,120.1308929,77,-4.45,4.45,0,4.45,16.37857143,46.19285714,25.76404494,0,0,-666.35,-3907035580,-1611530376,Jun,26798,-1,3808,1,0,8.011,8.011,8.011,8.011,0.0069,1,1
05/06/15,8119.15,8191,8100.15,8114.7,167055308,7588.4,8336.304167,-221.6041667,0,8047.3,199832202.9,-32776894.86,-0.83,-219.9,-180.85,112.8038743,-39.05,-15.95,15.95,0,15.95,16.37857143,47.79285714,25.13152126,0,0,-663.75,-743396120.6,-2493884296,Jun,26556,-1,3722,-1,-2,7.983,7.983,7.983,7.983,-0.0035,-1,-3
08/06/15,8124.35,8131,8030.55,8044.15,140075743,6230.61,8310.591667,-266.4416667,0,8091.55,199328189.6,-59252446.57,0.59,-274.85,-228.2,116.0643597,-46.65,-70.55,70.55,0,70.55,16.37857143,55.64285714,22.42981512,0,0,-703.45,-11234074589,-3185043537,Jun,26628,1,3778,1,2,7.801,7.801,7.801,7.801,-0.0228,-1,1
09/06/15,8026.5,8057.15,8005.15,8022.4,140217686,6442.05,8279.1875,-256.7875,0,8174.6,185117715.7,-44900029.71,1.90,-411.25,-421.65,120.7021635,10.4,-21.75,21.75,0,21.75,0,58.75,0,1,0,-906,-574892512.6,-8978741139,Jun,26731,1,3727,-1,0,7.789,7.789,7.789,7.789,-0.0015,-1,-1
10/06/15,8024.15,8152.25,8023.8,8124.45,141030200,6790.27,8242.808333,-118.3583333,0,8224.95,151544214,-10514014,1.24,-308.95,-321.35,125.1009326,12.4,102.05,-102.05,102.05,0,14.57857143,58.71428571,19.62311316,1,0,-995.05,14145329060,-7248658190,Jun,26772,1,3845,1,2,7.826,7.826,7.826,7.826,0.0048,1,3
11/06/15,8157.3,8163.05,7958.25,7965.35,171348959,7868.44,8222.325,-256.975,0,8353.1,153692726.3,17656232.71,4.87,-271.1,-48.6,72.13395773,-222.5,-159.1,159.1,0,159.1,14.57857143,53.30714286,21.16341767,0,0,-991.3,-32890432680,-7486073380,Jun,26687,-1,3924,1,0,7.878,7.878,7.878,7.878,0.0066,1,1
12/06/15,7959.85,7995.6,7940.3,7982.9,140839875,6737.25,8191.158333,-208.2583333,0,8381.55,156551483.1,-15711608.14,4.99,-152.2,82.95,69.21968651,-235.15,17.55,-17.55,17.55,0,17.08571429,38.82857143,30.02008032,0,0,-732.25,3246359119,-4565449043,Jun,26700,-1,3883,-1,-2,7.891,7.891,7.891,7.891,0.0017,1,-1
15/06/15,7986.6,8057.7,7944.85,8013.9,137116389,6129.12,8161.85,-147.95,0,8360.85,151434087.3,-14317698.29,4.33,-116.75,91.95,83.03932803,-208.7,31,-31,31,0,21.51428571,38.19285714,35.43946347,0,0,-540.05,3743277420,-3472547186,Jun,26630,-1,3839,-1,-2,7.867,7.867,7.867,7.867,-0.003,-1,-3
16/06/15,8004.2,8061.85,7952.35,8047.3,127809460,5923.8,8136.425,-89.125,0,8398,148240594.3,-20431134.29,4.36,-67.4,152.5,98.96315693,-219.9,33.4,-33.4,33.4,0,26.28571429,35.91428571,41.59132007,0,0,-336.35,5508587726,-2579406637,Jun,26846,-1,3814,-1,-2,7.885,7.885,7.885,7.885,0.0023,1,-1
17/06/15,8084.2,8136.85,8048.95,8091.55,157205716,7878.66,8104.229167,-12.67916667,0,8381.1,142634044.6,14571671.43,3.58,47.4,322.25,121.1710391,-274.85,44.25,-44.25,44.25,0,32.60714286,25.83571429,54.85460226,0,0,-136.75,1155462013,-809472836.5,Jun,26668,-1,3847,1,0,7.851,7.851,7.851,7.851,-0.0043,-1,-1
18/06/15,8113.7,8186.9,8101.8,8174.6,149266110,7767.77,8075.741667,98.85833333,1,8318.4,145081183.6,4184926.429,1.76,152.2,563.45,156.7950983,-411.25,83.05,-83.05,83.05,0,44.47142857,22.72857143,65.20737327,0,0,132.2,9090306099,571269822.3,Jun,26844,1,3842,-1,0,7.761,7.761,7.761,7.761,-0.0115,-1,-1
19/06/15,8201.15,8250.8,8195.65,8224.95,151575997,7722.05,8070.5875,154.3625,0,8368.5,146373815.6,5202181.429,1.75,100.5,409.45,164.4661845,-308.95,50.35,-50.35,50.35,0,37.08571429,22.72857143,60.98191214,0,0,300.1,3607508729,-934133082.2,Jun,26884,-1,3860,1,0,7.71,7.71,7.71,7.71,-0.0066,-1,-1
22/06/15,8259.3,8369.45,8257.4,8353.1,126542473,6163.02,8078.075,275.025,0,8453.05,147880358,-21337885,1.20,387.75,658.85,151.0244804,-271.1,128.15,-128.15,128.15,0,55.39285714,0,98.22672578,0,1,640.45,11869683967,5460169296,Jun,26716,-1,3804,-1,-2,7.735,7.735,7.735,7.735,0.0032,1,-1
23/06/15,8377.45,8398.45,8334.95,8381.55,135844708,6437.33,8096.6125,284.9375,0,8444.9,141479431.4,-5634723.429,0.76,398.65,550.85,186.882206,-152.2,28.45,-28.45,28.45,0,56.95,0,98.27437446,0,1,886.9,556963302.8,5075969894,Jun,26509,-1,3835,1,0,7.746,7.746,7.746,7.746,0.0014,1,1
24/06/15,8399.4,8421.35,8338.9,8360.85,134062733,7175.22,8118.85,242,0,8484.9,140765836.1,-6703103.143,1.48,346.95,463.7,202.7468443,-116.75,-20.7,20.7,0,20.7,52.52142857,2.957142857,92.99355002,0,1,1133.35,-5168118357,3802913354,Jun,26448,-1,3883,1,0,7.801,7.801,7.801,7.801,0.0071,1,1
25/06/15,8336.25,8423.15,8329.5,8398,207421340,9911.16,8145.241667,252.7583333,0,8522.15,140329599.6,67091740.43,1.48,350.7,418.1,183.9910052,-67.4,37.15,-37.15,37.15,0,53.05714286,2.957142857,93.05938361,0,1,1096.3,12808267745,4845724785,Jun,26322,-1,3837,-1,-2,7.824,7.824,7.824,7.824,0.0029,1,-1
26/06/15,8393.95,8408.55,8339.7,8381.1,113959476,5848.78,8176.541667,204.5583333,0,8510.8,151702725.3,-37743249.29,1.55,289.55,242.15,149.1123314,47.4,-16.9,16.9,0,16.9,46.73571429,5.371428571,88.00268998,0,1,987.2,-1464379267,4471461746,Jun,26349,1,3798,-1,0,7.855,7.855,7.855,7.855,0.004,1,1
29/06/15,8247.05,8329.45,8195.65,8318.4,136106699,6604.12,8197.929167,120.4708333,0,8363.05,145524691,-9417992,0.54,143.8,-8.4,117.7462061,152.2,-62.7,62.7,0,62.7,34.87142857,14.32857143,69.46499715,0,0,784.05,9711212974,4560162728,Jun,26544,-1,3793,-1,-2,7.891,7.891,7.891,7.891,0.0046,1,-1
30/06/15,8316.35,8378,8298.95,8368.5,163366250,8425.52,8227.35,141.15,0,8328.55,143644775.1,19721474.86,-0.48,143.55,43.05,119.4094178,100.5,50.1,-50.1,50.1,0,34.83571429,14.32857143,69.44325787,0,0,576.9,8519549937,5261882900,Jun,26356,-1,3728,-1,-2,7.86,7.86,7.86,7.86,-0.0039,-1,-3
01/07/15,8376.25,8481.6,8370.15,8453.05,135887471,6938.05,8259.483333,193.5666667,0,8360.55,145329097,-9441626,-1.09,99.95,-287.8,108.7605009,387.75,84.55,-84.55,84.55,0,28.60714286,14.32857143,65.11136401,0,0,387.3,10436157773,5057093444,Jul,26263,-1,3792,1,0,7.818,7.818,7.818,7.818,-0.0053,-1,-1
02/07/15,8471.95,8479.25,8433.2,8444.9,115472141,6065.26,8296.079167,148.8208333,0,8459.65,146664096.7,-31191955.71,0.17,63.35,-335.3,121.2774382,398.65,-8.15,8.15,0,8.15,24.54285714,15.49285714,59.80852916,0,0,306.85,-3123521414,4531309913,Jul,26042,-1,3624,-1,-2,7.812,7.812,7.812,7.812,-0.0008,-1,-3
03/07/15,8440.1,8497.75,8424.15,8484.9,91142979,4983.21,8329.2125,155.6875,0,8454.1,143753730,-52610751,-0.36,124.05,-222.9,120.5180499,346.95,40,-40,40,0,30.25714286,12.53571429,69.0915022,0,0,287.35,4083205459,5852927601,Jul,26148,1,3619,-1,0,7.802,7.802,7.802,7.802,-0.0013,-1,-1
06/07/15,8386.15,8533.15,8386.15,8522.15,104578132,5517.86,8361.991667,160.1583333,0,8523.8,137622336.6,-33044204.57,0.02,124.15,-226.55,105.3837698,350.7,37.25,-37.25,37.25,0,30.27142857,12.53571429,69.10158161,0,0,311.55,14222625952,6054978773,Jul,26086,-1,3619,1,0,7.753,7.753,7.753,7.753,-0.0063,-1,-1
07/07/15,8525.5,8561.35,8483.85,8510.8,126038231,6054.41,8390.954167,119.8458333,0,8608.05,122930449.7,3107781.286,1.14,129.7,-159.85,71.1418946,289.55,-11.35,11.35,0,11.35,30.27142857,11.74285714,70.3752906,0,0,377.9,-1852761996,5999495526,Jul,26081,-1,3340,-1,-2,7.784,7.784,7.784,7.784,0.004,1,-1
08/07/15,8439.2,8457.5,8341.4,8363.05,193886999,8876.81,8414.775,-51.725,-1,8609.85,124655986.1,69231012.86,2.95,44.65,-99.15,28.40555571,143.8,-147.75,147.75,0,147.75,30.27142857,23.89285714,54.87504856,0,0,298.5,-14764494974,2502965820,Jul,25937,1,3316,-1,0,7.781,7.781,7.781,7.781,-0.0004,-1,-1
09/07/15,8364.85,8400.3,8323,8328.55,135358659,6610.4,8415.604167,-87.05416667,0,8603.45,132910314.7,2448344.286,3.30,-39.95,-183.5,37.02180664,143.55,-34.5,34.5,0,34.5,23.11428571,28.82142857,43.66482256,0,0,134.4,-4913519322,583955925.5,Jul,26026,-1,3283,-1,-2,7.792,7.792,7.792,7.792,0.0014,1,-1
10/07/15,8365.7,8377.1,8315.4,8360.55,158883926,8128.47,8411.1875,-50.6375,0,8529.45,128909230.3,29974695.71,2.02,-92.5,-192.45,61.4331121,99.95,32,-32,32,0,15.60714286,28.82142857,34.35534591,0,0,-87.8,-818252218.9,-1023816930,Jul,26014,1,3352,1,2,7.806,7.806,7.806,7.806,0.0018,1,3
13/07/15,8397.25,8471.65,8355.4,8459.65,121380175,6506.28,8411.1625,48.4875,1,8633.5,132194438.1,-10814263.14,2.06,14.75,-48.6,87.49867822,63.35,99.1,-99.1,99.1,0,29.76428571,27.65714286,50.9475486,0,0,-117.7,7574122920,504417974.4,Jul,25922,-1,3343,-1,-2,7.871,7.871,7.871,7.871,0.0083,1,-1
14/07/15,8470.6,8480.25,8424.1,8454.1,104893796,5454.41,8416.3,37.8,0,8589.8,133038443,-28144647,1.61,-30.8,-154.85,88.2335301,124.05,-5.55,5.55,0,5.55,24.05,28.45,44.95327103,0,0,-108.55,-1730747634,-326146753.2,Jul,25858,-1,3313,-1,-2,7.827,7.827,7.827,7.827,-0.0056,-1,-3
15/07/15,8463.4,8531.4,8462.95,8523.8,108835522,5805.53,8422.383333,101.4166667,0,8521.55,135002845.4,-26167323.43,-0.03,1.65,-122.5,83.99712722,124.15,69.7,-69.7,69.7,0,28.68571429,28.45,49.34267109,0,0,-14.4,6573665529,-1418855385,Jul,25890,1,3368,1,2,7.84,7.84,7.84,7.84,0.0017,1,3
16/07/15,8546.15,8616.1,8542.9,8608.05,119637042,6544.15,8439.5,168.55,0,8361,135611044,-15974002,-2.87,97.25,-32.45,70.74467505,129.7,84.25,-84.25,84.25,0,40.72142857,26.82857143,59.40398041,0,0,68.1,7405532900,-96241828.55,Jul,25708,-1,3259,-1,-2,7.843,7.843,7.843,7.843,0.0004,1,-1
17/07/15,8623.65,8642.95,8593.15,8609.85,108190401,5713.13,8459.4625,150.3875,0,8337,134696588.4,-26506187.43,-3.17,246.8,202.15,61.60203209,44.65,1.8,-1.8,1.8,0,40.97857143,5.721428571,85.90895478,0,1,345.7,-1493027534,1799682091,Jul,25693,-1,3233,-1,-2,7.831,7.831,7.831,7.831,-0.0015,-1,-3
20/07/15,8623.9,8624.1,8559,8603.45,93439295,5107.62,8472.529167,130.9208333,0,8375.05,122454217.3,-29014922.29,-2.65,274.9,314.85,112.6451466,-39.95,-6.4,6.4,0,6.4,40.97857143,1.707142857,93.80313931,0,1,618.95,-1910833583,2228637197,Jul,25248,1,3231,-1,0,7.843,7.843,7.843,7.843,0.0015,1,1
21/07/15,8601.5,8646.75,8517.9,8529.45,169151098,10699.52,8485.741667,43.70833333,0,8421.8,116465736.7,52685361.29,-1.26,168.9,261.4,140.3605654,-92.5,-74,74,0,74,36.40714286,12.27857143,73.27487062,0,0,690.6,-12187336611,604482283.9,Jul,25059,1,3187,-1,0,7.837,7.837,7.837,7.837,-0.0008,-1,-1
22/07/15,8512.25,8643.9,8498.65,8633.5,141018383,7427.34,8489.454167,144.0458333,0,8532.85,117932475.6,23085907.43,-1.17,173.85,159.1,122.5923102,14.75,104.05,-104.05,104.05,0,37.11428571,12.27857143,73.64989369,0,0,617.65,17098478939,1965104572,Jul,24828,-1,3237,1,0,7.828,7.828,7.828,7.828,-0.0011,-1,-1
23/07/15,8643.95,8654.75,8573.8,8589.8,136962516,7747.81,8498.733333,91.06666667,0,8543.05,120737933.9,16224582.14,-0.54,135.7,166.5,116.4793002,-30.8,-43.7,43.7,0,43.7,37.11428571,17.72857143,66.46201074,0,0,478.45,-7416520241,1152851343,Jul,25010,1,3125,-1,0,7.805,7.805,7.805,7.805,-0.0029,-1,-1
24/07/15,8588.15,8589.15,8513.5,8521.55,131344832,6942.22,8505.316667,16.23333333,0,8516.9,125319179.6,6025652.429,-0.05,-2.25,-3.9,91.7853993,1.65,-68.25,68.25,0,68.25,27.15714286,27.47857143,48.81242778,0,0,307.3,-8747565811,-1035895992,Jul,24599,-1,3087,-1,-2,7.825,7.825,7.825,7.825,0.0026,1,-1
27/07/15,8492.1,8492.2,8351.55,8361,140828066,7353.09,8518.525,-157.525,-1,8567.95,128534795.3,12293270.71,2.48,-247.05,-344.3,92.89077816,97.25,-160.55,160.55,0,160.55,15.12142857,50.41428571,22.72678476,0,0,-113.6,-18462559453,-4731337756,Jul,24951,-1,3076,-1,-2,7.831,7.831,7.831,7.831,0.0008,1,-1
